mgnify	msp
MGYG000003026	msp_1244
MGYG000004356	msp_1244
MGYG000000597	msp_1009
MGYG000001844	msp_1923
MGYG000000628	msp_0567
MGYG000001641	msp_1895
MGYG000001644	msp_1692
MGYG000001790	msp_1880
MGYG000004582	msp_0898
MGYG000002207	msp_1133
MGYG000004496	msp_0216:0.3381027416868725,msp_1005:0.6618972583131276
MGYG000003840	msp_0069:0.8695652173913043,msp_0447:0.13043478260869565
MGYG000004027	msp_2014
MGYG000004087	msp_0049
MGYG000002775	msp_1244
MGYG000000614	msp_1227c
MGYG000000752	msp_0716
MGYG000004005	msp_0222
MGYG000004348	msp_0774:0.3564071313336693,msp_1249:0.5245742008115083,msp_1350:0.06500139056861534,msp_1636:0.054017277286207074
MGYG000002502	msp_0108:0.0909927421863354,msp_0209:0.14892834394075868,msp_0341:0.08647024008959905,msp_0865:0.2061306689534939,msp_1352:0.02618575000907184,msp_1511c:0.3094234302797767,msp_1815:0.13186882454096438
MGYG000004699	msp_0329:0.2649705314697069,msp_1772c:0.735029468530293
MGYG000002772	msp_0152
MGYG000001197	msp_1702
MGYG000001800	msp_1670
MGYG000002687	msp_0195
MGYG000004527	msp_1328
MGYG000004791	msp_0172:0.21711365494932758,msp_0314:0.2941113566541715,msp_0342:0.4887749883965008
MGYG000001025	msp_0970:0.886592002561027,msp_1244:0.11340799743897305
MGYG000000775	msp_0138:0.18297933684487494,msp_0916:0.817020663155125
MGYG000004667	msp_0329
MGYG000004688	msp_0476
MGYG000001283	msp_1191c
MGYG000004803	msp_0032:0.15222711369698172,msp_0060:0.10125356993056644,msp_0144:0.22525498580837164,msp_0178:0.11253851047066243,msp_0196:0.19668281946689675,msp_0484:0.1883488016928757,msp_0912:0.023694198933645345
MGYG000003402	msp_0108:0.47294327043687406,msp_0627:0.5270567295631259
MGYG000000765	msp_1559c
MGYG000001455.1	msp_0698
MGYG000002950.1	msp_1786
MGYG000001302.1	msp_0090
MGYG000001456.1	msp_0299
MGYG000003365.1	msp_0341:0.2610619469026549,msp_1554c:0.7389380530973452
